objectid;nombre;direccion;tipozona;parametros;mediciones;so2;no2;o3;co;pm10;pm25;tipoemisio;fecha_carg;calidad_am;fiwareid;longitude;latitude;geometry_type;geo_point_lon;geo_point_lat;Fecha;Identificador
13;;;;;;1.0;33.0;61.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 22:49:18;
13;;;;;;1.0;33.0;61.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 22:55:53;
13;;;;;;1.0;33.0;61.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:01:53;
13;;;;;;1.0;33.0;61.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:08:11;
13;;;;;;1.0;33.0;61.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:14:30;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:21:04;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:27:31;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:33:31;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:39:48;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:45:58;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:52:04;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-08-05 23:58:09;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:04:23;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:10:24;
13;;;;;;1.0;26.0;57.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:16:48;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:22:47;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:28:51;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:35:20;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:41:37;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:47:57;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 00:54:08;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:00:11;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:06:26;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:12:27;
13;;;;;;1.0;19.0;53.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:18:30;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:24:32;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:36:54;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:42:58;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:49:35;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 01:56:20;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:02:40;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:08:49;
13;;;;;;1.0;17.0;48.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:15:11;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:21:31;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:27:55;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:33:59;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:40:07;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:46:30;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:52:34;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 02:59:13;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:05:38;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:11:52;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:18:12;
13;;;;;;1.0;7.0;43.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:24:17;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:30:47;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:37:10;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:43:31;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:49:55;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 03:55:57;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:02:15;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:08:15;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:14:17;
13;;;;;;1.0;8.0;41.0;0.0;15.0;9.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:20:19;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:27:23;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:33:24;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:39:47;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:45:52;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:51:51;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 04:58:10;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:04:38;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:10:57;
13;;;;;;1.0;10.0;40.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:16:57;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:25:11;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:30:55;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:36:36;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:42:35;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:48:30;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 05:54:23;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:00:19;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:06:07;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:11:45;
13;;;;;;1.0;10.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:17:36;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:23:16;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:29:12;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:34:44;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:40:18;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:46:00;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:51:57;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 06:57:53;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:03:27;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:09:31;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:15:19;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:21:10;
13;;;;;;1.0;7.0;39.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:27:00;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:32:49;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:38:26;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:44:01;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:49:57;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 07:55:33;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:01:37;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:08:58;
13;;;;;;1.0;24.0;35.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:14:54;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:20:31;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:26:31;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:32:23;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:37:53;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:43:29;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:49:22;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 08:55:14;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:00:48;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:06:31;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:12:05;
13;;;;;;1.0;33.0;30.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:18:12;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:23:49;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:29:29;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:35:08;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:40:42;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:46:21;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:52:15;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 09:57:47;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:03:42;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:09:40;
13;;;;;;1.0;35.0;24.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:15:11;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:21:02;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:26:57;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:32:46;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:38:19;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:44:27;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:50:10;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 10:56:08;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:02:05;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:07:49;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:13:34;
13;;;;;;1.0;27.0;21.0;0.0;15.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:19:58;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:26:15;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:31:49;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:37:37;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:43:13;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:49:17;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 11:55:18;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:01:13;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:07:03;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:13:00;
13;;;;;;2.0;13.0;22.0;0.0;16.0;10.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:18:59;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:24:41;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:30:38;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:36:10;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:42:02;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:47:57;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 12:53:48;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:00:14;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:06:07;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:11:58;
13;;;;;;1.0;11.0;25.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:17:47;
13;;;;;;1.0;7.0;30.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:23:42;
13;;;;;;1.0;7.0;30.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:29:51;
13;;;;;;1.0;7.0;30.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:35:55;
13;;;;;;1.0;7.0;30.0;0.0;16.0;11.0;;;;;-0.342986232422652;39.45782688751831;;-0.342986232422652;39.45782688751831;2025-09-05 13:41:44;
